Metric,Rainfall,Soil_Moisture,Temperature
RMSE,94.86333702498506,11.565320961297692,0.14359373030872888
MAE,56.85047387179508,7.277655862672354,0.11168743881057124
R²,0.5369580456103117,0.7234367705148995,0.9805135809735059
