Metric,Rainfall,Soil_Moisture,Temperature
RMSE,45.26615611546333,8.049733973117169,0.162200472032421
MAE,33.952630381430346,6.394924011922652,0.1294414474221261
R²,0.5181471830092016,0.7943295059360187,0.9721196964631061
