Metric,Rainfall,Soil_Moisture,Temperature
RMSE,62.025712354452786,12.707363840105705,0.1787422178942224
MAE,43.22023212268788,8.469905073924732,0.14333261956373336
R²,0.2898683685462623,0.6217000545712441,0.9759246805396246
