Metric,Rainfall,Soil_Moisture,Temperature
RMSE,55.15232616685763,9.355451734370881,0.18774752125869817
MAE,40.26707696642286,7.425667280791908,0.13645089644684508
R²,0.43093687619179066,0.7282033174639699,0.9611460354351103
