Metric,Rainfall,Soil_Moisture,Temperature
RMSE,48.872947892411894,11.824655397862623,0.2954395524971063
MAE,38.39754400240077,9.13977308939862,0.2545494800162882
R²,0.32283066288662043,0.7293218659083611,0.9081946311851594
