Metric,Rainfall,Soil_Moisture,Temperature
RMSE,47.64885660656216,9.200477909664848,0.1489422066545299
MAE,36.261535275366995,7.7635039847384215,0.11131950144996712
R²,0.530485060850296,0.8388268503696872,0.9720659798202487
