Metric,Rainfall,Soil_Moisture,Temperature
RMSE,68.61931046612008,11.390712451451392,0.18078496792608942
MAE,49.88025580426698,9.337287626599753,0.1453401730925573
R²,0.26412722329712657,0.6663319738811881,0.964659966165789
