Metric,Rainfall,Soil_Moisture,Temperature
RMSE,61.680335716442805,10.309323050068008,0.11111731294547748
MAE,44.33102021839029,7.587003358589706,0.086810924683699
R²,0.3469947153572617,0.6858987279181171,0.9767977490489936
