Metric,Rainfall,Soil_Moisture,Temperature
RMSE,77.45376339518647,10.642426439168243,0.15197817408375927
MAE,48.36240140957538,7.128656338299474,0.12085021683048466
R²,0.3715984518926164,0.7208880246534729,0.9807908802733512
