Metric,Rainfall,Soil_Moisture,Temperature
RMSE,92.22670882842202,7.333407170875349,0.11800138154053978
MAE,53.96809830668793,4.664013121817862,0.09091900343328117
R²,0.5417220178939948,0.7838992960214728,0.9766517042033019
