Metric,Rainfall,Soil_Moisture,Temperature
RMSE,48.20054577024824,12.41199409550813,0.21681771724132246
MAE,38.92460411851125,9.577281941649733,0.17491080811847762
R²,0.5486216955425134,0.7397460346134936,0.9457502267349176
