Metric,Rainfall,Soil_Moisture,Temperature
RMSE,92.77140923936524,10.199668355558533,0.1306360651421426
MAE,55.00074034982101,6.446998403798188,0.09905012433702792
R²,0.5815587175595448,0.7296850890251018,0.9774574374711209
